,GDP (Billions USD),Unemployment Rate (%),Producer Price Index (PPI),Retail Sales (Millions USD),Industrial Production Index,Housing Starts (Thousands),Personal Consumption Expenditures (PCE),Trade Balance (Billions USD),M2 Money Supply (Billions USD),Consumer Confidence Index
2012-12-17,,,,,,,,,10466.6,
2012-12-24,,,,,,,,,10496.3,
2012-12-31,,,,,,,,,10540.3,
2013-01-01,16648.189,8.0,202.5,412115.0,98.1736,888.0,11252.4,-40135.0,,73.8
2013-01-07,,,,,,,,,10525.9,
2013-01-14,,,,,,,,,10498.6,
2013-01-21,,,,,,,,,10481.1,
2013-01-28,,,,,,,,,10488.2,
2013-02-01,,7.7,204.3,417013.0,98.6434,962.0,11290.5,-41004.0,,77.6
2013-02-04,,,,,,,,,10485.9,
2013-02-11,,,,,,,,,10500.2,
2013-02-18,,,,,,,,,10482.6,
2013-02-25,,,,,,,,,10494.0,
2013-03-01,,7.5,204.0,414024.0,99.047,1010.0,11290.1,-34314.0,,78.6
2013-03-04,,,,,,,,,10528.5,
2013-03-11,,,,,,,,,10539.6,
2013-03-18,,,,,,,,,10557.7,
2013-03-25,,,,,,,,,10574.4,
2013-04-01,16728.687,7.6,203.5,411770.0,98.9445,835.0,11281.1,-38487.0,10623.2,76.4
2013-04-08,,,,,,,,,10590.3,
2013-04-15,,,,,,,,,10600.6,
2013-04-22,,,,,,,,,10598.5,
2013-04-29,,,,,,,,,10610.1,
2013-05-01,,7.5,204.1,414325.0,99.0383,930.0,11321.6,-41701.0,,84.5
2013-05-06,,,,,,,,,10619.1,
2013-05-13,,,,,,,,,10633.7,
2013-05-20,,,,,,,,,10630.7,
2013-05-27,,,,,,,,,10647.8,
2013-06-01,,7.5,204.3,415442.0,99.2221,839.0,11344.4,-34426.0,,84.1
2013-06-03,,,,,,,,,10666.1,
2013-06-10,,,,,,,,,10685.0,
2013-06-17,,,,,,,,,10685.5,
2013-06-24,,,,,,,,,10680.5,
2013-07-01,16953.838,7.3,204.4,418110.0,98.8987,880.0,11372.6,-36356.0,10732.8,85.1
2013-07-08,,,,,,,,,10709.3,
2013-07-15,,,,,,,,,10736.9,
2013-07-22,,,,,,,,,10761.6,
2013-07-29,,,,,,,,,10772.4,
2013-08-01,,7.2,204.2,417377.0,99.4897,917.0,11406.6,-36617.0,,82.1
2013-08-05,,,,,,,,,10784.7,
2013-08-12,,,,,,,,,10798.6,
2013-08-19,,,,,,,,,10789.1,
2013-08-26,,,,,,,,,10822.1,
2013-09-01,,7.2,203.9,417654.0,100.021,850.0,11445.9,-39917.0,,77.5
2013-09-02,,,,,,,,,10837.4,
2013-09-09,,,,,,,,,10828.8,
2013-09-16,,,,,,,,,10831.2,
2013-09-23,,,,,,,,,10865.2,
2013-09-30,,,,,,,,,10914.5,
2013-10-01,17192.019,7.2,202.5,419247.0,99.9037,925.0,11498.0,-36285.0,,73.2
2013-10-07,,,,,,,,,10917.9,
2013-10-14,,,,,,,,,10955.6,
2013-10-21,,,,,,,,,11013.1,
2013-10-28,,,,,,,,,10993.0,
2013-11-01,,6.9,201.2,420513.0,100.1582,1100.0,11562.5,-33983.0,,75.1
2013-11-04,,,,,,,,,10975.7,
2013-11-11,,,,,,,,,10958.0,
2013-11-18,,,,,,,,,10964.2,
2013-11-25,,,,,,,,,10992.0,
2013-12-01,,6.7,202.0,422794.0,100.374,1002.0,11593.2,-33636.0,,82.5
2013-12-02,,,,,,,,,11012.2,
2013-12-09,,,,,,,,,11029.0,
2013-12-16,,,,,,,,,11032.0,
2013-12-23,,,,,,,,,11053.1,
2013-12-30,,,,,,,,,11050.7,
2014-01-01,17197.738,6.6,203.8,419015.0,99.9899,888.0,11578.8,-37433.0,,81.2
2014-01-06,,,,,,,,,11060.0,
2014-01-13,,,,,,,,,11058.3,
2014-01-20,,,,,,,,,11089.2,
2014-01-27,,,,,,,,,11125.6,
2014-02-01,,6.7,205.7,424793.0,100.7471,944.0,11636.9,-40119.0,,81.6
2014-02-03,,,,,,,,,11125.3,
2014-02-10,,,,,,,,,11160.4,
2014-02-17,,,,,,,,,11192.0,
2014-02-24,,,,,,,,,11187.2,
2014-03-01,,6.7,207.0,429132.0,101.7435,970.0,11722.3,-42940.0,,80.0
2014-03-03,,,,,,,,,11173.2,
2014-03-10,,,,,,,,,11191.4,
2014-03-17,,,,,,,,,11211.3,
2014-03-24,,,,,,,,,11233.3,
2014-03-31,,,,,,,,,11234.4,
2014-04-01,17518.508,6.2,208.3,433530.0,101.8273,1043.0,11762.3,-43735.0,,84.1
2014-04-07,,,,,,,,,11238.3,
2014-04-14,,,,,,,,,11260.3,
2014-04-21,,,,,,,,,11262.7,
2014-04-28,,,,,,,,,11305.8,
2014-05-01,,6.3,208.0,434248.0,102.2392,1007.0,11807.3,-39575.0,,81.9
2014-05-05,,,,,,,,,11308.6,
2014-05-12,,,,,,,,,11319.9,
2014-05-19,,,,,,,,,11321.2,
2014-05-26,,,,,,,,,11357.3,
2014-06-01,,6.1,208.3,435438.0,102.5774,911.0,11861.7,-38895.0,,82.5
2014-06-02,,,,,,,,,11386.7,
2014-06-09,,,,,,,,,11369.9,
2014-06-16,,,,,,,,,11379.2,
2014-06-23,,,,,,,,,11395.2,
2014-06-30,,,,,,,,,11414.4,
2014-07-01,17804.228,6.2,208.0,436150.0,102.7954,1085.0,11904.4,-38935.0,,81.8
2014-07-07,,,,,,,,,11408.5,
2014-07-14,,,,,,,,,11440.3,
2014-07-21,,,,,,,,,11464.5,
2014-07-28,,,,,,,,,11479.7,
2014-08-01,,6.1,207.0,439518.0,102.6322,984.0,11983.7,-36935.0,,82.5
2014-08-04,,,,,,,,,11481.1,
2014-08-11,,,,,,,,,11459.0,
2014-08-18,,,,,,,,,11474.2,
2014-08-25,,,,,,,,,11487.9,
2014-09-01,,5.9,206.4,438459.0,102.9417,1023.0,11991.4,-41672.0,11500.8,84.6
2014-09-08,,,,,,,,,11491.3,
2014-09-15,,,,,,,,,11507.5,
2014-09-22,,,,,,,,,11516.9,
2014-09-29,,,,,,,,,11535.4,
2014-10-01,17912.079,5.7,203.4,440095.0,102.9611,1074.0,12064.7,-41067.0,,86.9
2014-10-06,,,,,,,,,11549.4,
2014-10-13,,,,,,,,,11547.8,
2014-10-20,,,,,,,,,11577.9,
2014-10-27,,,,,,,,,11611.7,
2014-11-01,,5.8,200.9,441249.0,103.5978,1001.0,12083.9,-39808.0,,88.8
2014-11-03,,,,,,,,,11572.5,
2014-11-10,,,,,,,,,11603.7,
2014-11-17,,,,,,,,,11605.3,
2014-11-24,,,,,,,,,11615.2,
2014-12-01,,5.6,197.0,438509.0,103.6151,1073.0,12096.1,-42838.0,11646.9,93.6
2014-12-08,,,,,,,,,11664.7,
2014-12-15,,,,,,,,,11682.5,
2014-12-22,,,,,,,,,11701.3,
2014-12-29,,,,,,,,,11714.4,
2015-01-01,18063.529,5.7,192.0,436125.0,102.7923,1085.0,12066.7,-38865.0,,98.1
2015-01-05,,,,,,,,,11698.7,
2015-01-12,,,,,,,,,11724.6,
2015-01-19,,,,,,,,,11736.4,
2015-01-26,,,,,,,,,11778.1,
2015-02-01,,5.5,191.1,435450.0,102.1366,886.0,12116.6,-33903.0,,95.4
2015-02-02,,,,,,,,,11838.3,
2015-02-09,,,,,,,,,11846.9,
2015-02-16,,,,,,,,,11867.7,
2015-02-23,,,,,,,,,11897.0,
2015-03-01,,5.4,191.5,441895.0,101.7869,960.0,12176.1,-48732.0,,93.0
2015-03-02,,,,,,,,,11903.3,
2015-03-09,,,,,,,,,11876.1,
2015-03-16,,,,,,,,,11885.0,
2015-03-23,,,,,,,,,11889.5,
2015-03-30,,,,,,,,,11901.3,
2015-04-01,18279.784,5.4,190.9,442967.0,101.2255,1190.0,12209.1,-39836.0,,95.9
2015-04-06,,,,,,,,,11930.0,
2015-04-13,,,,,,,,,11940.1,
2015-04-20,,,,,,,,,11946.0,
2015-04-27,,,,,,,,,11935.0,
2015-05-01,,5.6,193.4,446114.0,100.7675,1079.0,12275.4,-38502.0,,90.7
2015-05-04,,,,,,,,,11938.1,
2015-05-11,,,,,,,,,11951.7,
2015-05-18,,,,,,,,,11963.8,
2015-05-25,,,,,,,,,11988.8,
2015-06-01,,5.3,194.8,446572.0,100.4588,1205.0,12307.9,-42425.0,12001.7,96.1
2015-06-08,,,,,,,,,11982.9,
2015-06-15,,,,,,,,,11994.5,
2015-06-22,,,,,,,,,12033.7,
2015-06-29,,,,,,,,,12052.0,
2015-07-01,18401.626,5.2,193.9,450143.0,101.0893,1146.0,12364.9,-40340.0,,93.1
2015-07-06,,,,,,,,,12070.9,
2015-07-13,,,,,,,,,12061.7,
2015-07-20,,,,,,,,,12065.6,
2015-07-27,,,,,,,,,12080.6,
2015-08-01,,5.1,191.9,450168.0,100.9165,1130.0,12396.2,-44205.0,,91.9
2015-08-03,,,,,,,,,12068.8,
2015-08-10,,,,,,,,,12089.3,
2015-08-17,,,,,,,,,12122.3,
2015-08-24,,,,,,,,,12139.8,
2015-08-31,,,,,,,,,12150.4,
2015-09-01,,5.0,189.1,448090.0,100.633,1224.0,12386.4,-41641.0,,87.2
2015-09-07,,,,,,,,,12150.2,
2015-09-14,,,,,,,,,12173.4,
2015-09-21,,,,,,,,,12195.5,
2015-09-28,,,,,,,,,12180.0,
2015-10-01,18435.137,5.0,187.5,446905.0,100.1563,1058.0,12394.9,-40873.0,,90.0
2015-10-05,,,,,,,,,12172.8,
2015-10-12,,,,,,,,,12174.0,
2015-10-19,,,,,,,,,12180.0,
2015-10-26,,,,,,,,,12239.3,
2015-11-01,,5.1,185.7,448738.0,99.4366,1172.0,12423.2,-40451.0,,91.3
2015-11-02,,,,,,,,,12280.6,
2015-11-09,,,,,,,,,12285.5,
2015-11-16,,,,,,,,,12297.0,
2015-11-23,,,,,,,,,12307.5,
2015-11-30,,,,,,,,,12304.0,
2015-12-01,,5.0,183.5,450598.0,98.9471,1146.0,12452.0,-41003.0,,92.6
2015-12-07,,,,,,,,,12315.9,
2015-12-14,,,,,,,,,12330.1,
2015-12-21,,,,,,,,,12379.5,
2015-12-28,,,,,,,,,12377.9,
2016-01-01,18525.933,4.8,182.6,447376.0,99.4391,1092.0,12478.0,-40044.0,,92.0
2016-01-04,,,,,,,,,12364.2,
2016-01-11,,,,,,,,,12464.1,
2016-01-18,,,,,,,,,12475.9,
2016-01-25,,,,,,,,,12514.0,
2016-02-01,,4.9,181.3,451898.0,98.9232,1225.0,12554.5,-43306.0,12539.8,91.7
2016-02-08,,,,,,,,,12511.9,
2016-02-15,,,,,,,,,12556.6,
2016-02-22,,,,,,,,,12580.9,
2016-02-29,,,,,,,,,12577.6,
2016-03-01,,5.0,182.1,450462.0,98.1635,1111.0,12537.0,-36801.0,,91.0
2016-03-07,,,,,,,,,12582.9,
2016-03-14,,,,,,,,,12588.7,
2016-03-21,,,,,,,,,12624.2,
2016-03-28,,,,,,,,,12663.8,
2016-04-01,18711.702,5.1,183.2,452238.0,98.4775,1163.0,12611.5,-38048.0,,89.0
2016-04-04,,,,,,,,,12664.8,
2016-04-11,,,,,,,,,12677.7,
2016-04-18,,,,,,,,,12698.8,
2016-04-25,,,,,,,,,12737.9,
2016-05-01,,4.8,185.3,453898.0,98.2549,1148.0,12652.7,-39032.0,,94.7
2016-05-02,,,,,,,,,12762.8,
2016-05-09,,,,,,,,,12766.9,
2016-05-16,,,,,,,,,12776.6,
2016-05-23,,,,,,,,,12796.0,
2016-05-30,,,,,,,,,12781.1,
2016-06-01,,4.9,187.6,458711.0,98.7315,1203.0,12731.2,-41719.0,,93.5
2016-06-06,,,,,,,,,12799.1,
2016-06-13,,,,,,,,,12847.2,
2016-06-20,,,,,,,,,12862.1,
2016-06-27,,,,,,,,,12866.3,
2016-07-01,18892.639,4.8,187.7,457894.0,98.8452,1239.0,12756.7,-39931.0,,90.0
2016-07-04,,,,,,,,,12862.6,
2016-07-11,,,,,,,,,12875.1,
2016-07-18,,,,,,,,,12901.1,
2016-07-25,,,,,,,,,12926.3,
2016-08-01,,4.9,186.6,458375.0,98.7427,1171.0,12788.1,-40146.0,12950.5,89.8
2016-08-08,,,,,,,,,12968.6,
2016-08-15,,,,,,,,,12980.4,
2016-08-22,,,,,,,,,13006.9,
2016-08-29,,,,,,,,,13009.9,
2016-09-01,,5.0,186.9,461400.0,98.6552,1068.0,12846.6,-37004.0,,91.2
2016-09-05,,,,,,,,,13019.4,
2016-09-12,,,,,,,,,13053.3,
2016-09-19,,,,,,,,,13047.9,
2016-09-26,,,,,,,,,13058.5,
2016-10-01,19089.379,4.9,186.7,462362.0,98.7237,1313.0,12867.0,-38555.0,,87.2
2016-10-03,,,,,,,,,13055.8,
2016-10-10,,,,,,,,,13109.0,
2016-10-17,,,,,,,,,13104.6,
2016-10-24,,,,,,,,,13112.4,
2016-10-31,,,,,,,,,13137.1,
2016-11-01,,4.7,186.3,462231.0,98.3443,1140.0,12893.0,-43896.0,,93.8
2016-11-07,,,,,,,,,13130.8,
2016-11-14,,,,,,,,,13171.9,
2016-11-21,,,,,,,,,13208.8,
2016-11-28,,,,,,,,,13198.7,
2016-12-01,,4.7,188.2,467852.0,99.0406,1252.0,13005.9,-40976.0,,98.2
2016-12-05,,,,,,,,,13198.8,
2016-12-12,,,,,,,,,13201.2,
2016-12-19,,,,,,,,,13207.2,
2016-12-26,,,,,,,,,13212.1,
2017-01-01,19280.084,4.7,190.7,473019.0,98.8158,1190.0,13063.7,-43556.0,,98.5
2017-01-02,,,,,,,,,13223.0,
2017-01-09,,,,,,,,,13265.9,
2017-01-16,,,,,,,,,13283.1,
2017-01-23,,,,,,,,,13301.3,
2017-01-30,,,,,,,,,13298.3,
2017-02-01,,4.6,191.6,472945.0,98.4356,1271.0,13088.4,-39785.0,,96.3
2017-02-06,,,,,,,,,13322.9,
2017-02-13,,,,,,,,,13334.0,
2017-02-20,,,,,,,,,13351.4,
2017-02-27,,,,,,,,,13384.5,
2017-03-01,,4.4,191.5,472149.0,99.0492,1190.0,13139.9,-41124.0,,96.9
2017-03-06,,,,,,,,,13381.0,
2017-03-13,,,,,,,,,13416.4,
2017-03-20,,,,,,,,,13432.4,
2017-03-27,,,,,,,,,13441.0,
2017-04-01,19438.643,4.4,193.0,473986.0,100.0416,1146.0,13169.2,-44227.0,,97.0
2017-04-03,,,,,,,,,13433.1,
2017-04-10,,,,,,,,,13471.8,
2017-04-17,,,,,,,,,13476.3,
2017-04-24,,,,,,,,,13502.0,
2017-05-01,,4.4,192.8,471630.0,100.128,1157.0,13171.9,-43985.0,13526.4,97.1
2017-05-08,,,,,,,,,13512.9,
2017-05-15,,,,,,,,,13527.3,
2017-05-22,,,,,,,,,13557.7,
2017-05-29,,,,,,,,,13563.9,
2017-06-01,,4.3,193.6,473546.0,100.337,1249.0,13225.2,-42579.0,,95.0
2017-06-05,,,,,,,,,13556.6,
2017-06-12,,,,,,,,,13560.3,
2017-06-19,,,,,,,,,13562.8,
2017-06-26,,,,,,,,,13592.5,
2017-07-01,19692.595,4.3,193.5,473552.0,100.0865,1206.0,13263.3,-43854.0,,93.4
2017-07-03,,,,,,,,,13574.0,
2017-07-10,,,,,,,,,13619.8,
2017-07-17,,,,,,,,,13632.6,
2017-07-24,,,,,,,,,13640.9,
2017-07-31,,,,,,,,,13653.2,
2017-08-01,,4.4,193.8,474449.0,99.6323,1159.0,13294.6,-41391.0,,96.8
2017-08-07,,,,,,,,,13659.8,
2017-08-14,,,,,,,,,13664.6,
2017-08-21,,,,,,,,,13700.8,
2017-08-28,,,,,,,,,13715.2,
2017-09-01,,4.3,194.8,484163.0,99.7482,1181.0,13417.3,-41593.0,,95.1
2017-09-04,,,,,,,,,13706.8,
2017-09-11,,,,,,,,,13722.5,
2017-09-18,,,,,,,,,13723.7,
2017-09-25,,,,,,,,,13740.6,
2017-10-01,20037.088,4.2,194.9,484848.0,100.9893,1257.0,13447.5,-42848.0,,100.7
2017-10-02,,,,,,,,,13763.6,
2017-10-09,,,,,,,,,13789.8,
2017-10-16,,,,,,,,,13778.8,
2017-10-23,,,,,,,,,13781.9,
2017-10-30,,,,,,,,,13794.0,
2017-11-01,,4.2,195.9,490013.0,101.2493,1273.0,13540.6,-45463.0,,98.5
2017-11-06,,,,,,,,,13797.7,
2017-11-13,,,,,,,,,13804.2,
2017-11-20,,,,,,,,,13802.2,
2017-11-27,,,,,,,,,13830.8,
2017-12-01,,4.1,196.3,492579.0,101.4871,1177.0,13666.1,-46535.0,,95.9
2017-12-04,,,,,,,,,13822.7,
2017-12-11,,,,,,,,,13858.7,
2017-12-18,,,,,,,,,13869.2,
2017-12-25,,,,,,,,,13846.3,
2018-01-01,20328.553,4.0,197.9,490426.0,101.4852,1299.0,13703.3,-47072.0,13848.7,95.7
2018-01-08,,,,,,,,,13858.3,
2018-01-15,,,,,,,,,13865.7,
2018-01-22,,,,,,,,,13879.1,
2018-01-29,,,,,,,,,13884.0,
2018-02-01,,4.1,199.3,493334.0,101.7319,1277.0,13738.7,-48793.0,,99.7
2018-02-05,,,,,,,,,13896.0,
2018-02-12,,,,,,,,,13889.8,
2018-02-19,,,,,,,,,13899.7,
2018-02-26,,,,,,,,,13929.0,
2018-03-01,,4.0,199.3,493022.0,102.1943,1318.0,13793.2,-43508.0,,101.4
2018-03-05,,,,,,,,,13951.0,
2018-03-12,,,,,,,,,13954.3,
2018-03-19,,,,,,,,,13957.9,
2018-03-26,,,,,,,,,13985.4,
2018-04-01,20580.912,4.0,200.3,494498.0,103.3551,1276.0,13838.4,-46129.0,,98.8
2018-04-02,,,,,,,,,13994.2,
2018-04-09,,,,,,,,,13987.5,
2018-04-16,,,,,,,,,13993.5,
2018-04-23,,,,,,,,,14012.6,
2018-04-30,,,,,,,,,14004.5,
2018-05-01,,3.8,203.2,500930.0,102.381,1357.0,13905.0,-41421.0,,98.0
2018-05-07,,,,,,,,,14016.9,
2018-05-14,,,,,,,,,14040.0,
2018-05-21,,,,,,,,,14062.0,
2018-05-28,,,,,,,,,14085.2,
2018-06-01,,4.0,204.2,499218.0,103.2256,1192.0,13930.4,-44811.0,,98.2
2018-06-04,,,,,,,,,14096.8,
2018-06-11,,,,,,,,,14109.5,
2018-06-18,,,,,,,,,14126.9,
2018-06-25,,,,,,,,,14135.2,
2018-07-01,20798.73,3.8,204.3,502255.0,103.3561,1208.0,13974.8,-49673.0,,97.9
2018-07-02,,,,,,,,,14146.4,
2018-07-09,,,,,,,,,14143.3,
2018-07-16,,,,,,,,,14163.8,
2018-07-23,,,,,,,,,14166.5,
2018-07-30,,,,,,,,,14164.3,
2018-08-01,,3.8,203.4,501962.0,104.0585,1288.0,14014.0,-49558.0,,96.2
2018-08-06,,,,,,,,,14161.8,
2018-08-13,,,,,,,,,14189.2,
2018-08-20,,,,,,,,,14204.1,
2018-08-27,,,,,,,,,14232.7,
2018-09-01,,3.7,203.6,500033.0,104.1038,1250.0,14017.8,-50563.0,,100.1
2018-09-03,,,,,,,,,14232.8,
2018-09-10,,,,,,,,,14213.9,
2018-09-17,,,,,,,,,14233.0,
2018-09-24,,,,,,,,,14240.6,
2018-10-01,20917.867,3.8,204.6,505622.0,103.9297,1221.0,14083.1,-52453.0,14252.1,98.6
2018-10-08,,,,,,,,,14222.5,
2018-10-15,,,,,,,,,14237.7,
2018-10-22,,,,,,,,,14251.1,
2018-10-29,,,,,,,,,14252.6,
2018-11-01,,3.8,202.3,507278.0,104.0126,1181.0,14162.9,-49401.0,,97.5
2018-11-05,,,,,,,,,14228.7,
2018-11-12,,,,,,,,,14226.4,
2018-11-19,,,,,,,,,14248.9,
2018-11-26,,,,,,,,,14262.7,
2018-12-01,,3.9,201.0,496973.0,104.0451,1095.0,14051.6,-55212.0,,98.3
2018-12-03,,,,,,,,,14307.5,
2018-12-10,,,,,,,,,14326.7,
2018-12-17,,,,,,,,,14321.5,
2018-12-24,,,,,,,,,14390.8,
2018-12-31,,,,,,,,,14420.0,
2019-01-01,21111.6,4.0,199.1,500208.0,103.3598,1226.0,14084.6,-48915.0,,91.2
2019-01-07,,,,,,,,,14413.5,
2019-01-14,,,,,,,,,14426.2,
2019-01-21,,,,,,,,,14436.9,
2019-01-28,,,,,,,,,14477.5,
2019-02-01,,3.8,199.2,500928.0,102.8251,1121.0,14117.4,-47615.0,,93.8
2019-02-04,,,,,,,,,14463.7,
2019-02-11,,,,,,,,,14469.3,
2019-02-18,,,,,,,,,14459.9,
2019-02-25,,,,,,,,,14478.7,
2019-03-01,,3.8,200.8,508944.0,102.8361,1191.0,14248.6,-48097.0,,98.4
2019-03-04,,,,,,,,,14495.5,
2019-03-11,,,,,,,,,14507.6,
2019-03-18,,,,,,,,,14503.0,
2019-03-25,,,,,,,,,14527.5,
2019-04-01,21397.938,3.7,202.1,509564.0,102.2748,1272.0,14290.0,-49592.0,14555.8,97.2
2019-04-08,,,,,,,,,14548.8,
2019-04-15,,,,,,,,,14560.3,
2019-04-22,,,,,,,,,14549.5,
2019-04-29,,,,,,,,,14594.0,
2019-05-01,,3.6,201.7,512930.0,102.4176,1293.0,14353.3,-50844.0,,100.0
2019-05-06,,,,,,,,,14610.8,
2019-05-13,,,,,,,,,14619.7,
2019-05-20,,,,,,,,,14661.5,
2019-05-27,,,,,,,,,14703.2,
2019-06-01,,3.6,200.3,513716.0,102.5425,1243.0,14408.7,-48568.0,,98.2
2019-06-03,,,,,,,,,14733.2,
2019-06-10,,,,,,,,,14759.2,
2019-06-17,,,,,,,,,14785.7,
2019-06-24,,,,,,,,,14804.3,
2019-07-01,21717.171,3.7,200.7,518274.0,102.0057,1240.0,14496.0,-48460.0,14838.1,98.4
2019-07-08,,,,,,,,,14841.1,
2019-07-15,,,,,,,,,14836.8,
2019-07-22,,,,,,,,,14876.6,
2019-07-29,,,,,,,,,14910.5,
2019-08-01,,3.6,199.2,521348.0,102.7814,1375.0,14558.2,-48773.0,,89.8
2019-08-05,,,,,,,,,14927.9,
2019-08-12,,,,,,,,,14929.3,
2019-08-19,,,,,,,,,14930.8,
2019-08-26,,,,,,,,,14947.0,
2019-09-01,,3.5,198.4,518188.0,102.4601,1311.0,14590.6,-44479.0,,93.2
2019-09-02,,,,,,,,,14980.6,
2019-09-09,,,,,,,,,14990.8,
2019-09-16,,,,,,,,,15001.6,
2019-09-23,,,,,,,,,15055.1,
2019-09-30,,,,,,,,,15095.0,
2019-10-01,21933.217,3.6,198.6,519795.0,101.5878,1325.0,14617.4,-41277.0,,95.5
2019-10-07,,,,,,,,,15119.4,
2019-10-14,,,,,,,,,15126.1,
2019-10-21,,,,,,,,,15164.3,
2019-10-28,,,,,,,,,15196.6,
2019-11-01,,3.6,199.0,523120.0,102.1494,1353.0,14711.0,-38833.0,,96.8
2019-11-04,,,,,,,,,15221.4,
2019-11-11,,,,,,,,,15230.8,
2019-11-18,,,,,,,,,15261.9,
2019-11-25,,,,,,,,,15292.5,
2019-12-01,,3.6,199.0,524954.0,101.9421,1548.0,14774.8,-43943.0,,99.3
2019-12-02,,,,,,,,,15290.9,
2019-12-09,,,,,,,,,15273.6,
2019-12-16,,,,,,,,,15327.2,
2019-12-23,,,,,,,,,15336.6,
2019-12-30,,,,,,,,,15343.6,
2020-01-01,21727.657,3.6,199.3,525411.0,101.3372,1578.0,14844.3,-43782.0,,99.8
2020-01-06,,,,,,,,,15349.2,
2020-01-13,,,,,,,,,15385.9,
2020-01-20,,,,,,,,,15436.9,
2020-01-27,,,,,,,,,15458.7,
2020-02-01,,3.5,196.7,525380.0,101.6718,1537.0,14833.8,-40872.0,,101.0
2020-02-03,,,,,,,,,15440.9,
2020-02-10,,,,,,,,,15444.7,
2020-02-17,,,,,,,,,15455.8,
2020-02-24,,,,,,,,,15446.7,
2020-03-01,,4.4,193.1,477676.0,97.606,1252.0,13810.5,-43724.0,,89.1
2020-03-02,,,,,,,,,15519.8,
2020-03-09,,,,,,,,,15574.9,
2020-03-16,,,,,,,,,15731.8,
2020-03-23,,,,,,,,,16153.5,
2020-03-30,,,,,,,,,16532.1,
2020-04-01,19935.444,14.8,185.5,408312.0,84.6812,931.0,12234.4,-53116.0,,71.8
2020-04-06,,,,,,,,,16596.5,
2020-04-13,,,,,,,,,16714.5,
2020-04-20,,,,,,,,,17076.1,
2020-04-27,,,,,,,,,17405.3,
2020-05-01,,13.2,188.6,484978.0,86.0108,1053.0,13251.7,-54932.0,,72.3
2020-05-04,,,,,,,,,17601.0,
2020-05-11,,,,,,,,,17820.5,
2020-05-18,,,,,,,,,17910.8,
2020-05-25,,,,,,,,,17938.8,
2020-06-01,,11.0,191.2,526970.0,91.6745,1254.0,14040.8,-49402.0,17972.2,78.1
2020-06-08,,,,,,,,,18062.9,
2020-06-15,,,,,,,,,18139.4,
2020-06-22,,,,,,,,,18234.4,
2020-06-29,,,,,,,,,18230.3,
2020-07-01,21684.551,10.2,193.0,535644.0,95.0037,1523.0,14303.8,-59746.0,,72.5
2020-07-06,,,,,,,,,18324.4,
2020-07-13,,,,,,,,,18381.2,
2020-07-20,,,,,,,,,18303.7,
2020-07-27,,,,,,,,,18264.4,
2020-08-01,,8.4,194.3,540423.0,95.9294,1401.0,14454.9,-62136.0,,74.1
2020-08-03,,,,,,,,,18234.0,
2020-08-10,,,,,,,,,18372.5,
2020-08-17,,,,,,,,,18411.5,
2020-08-24,,,,,,,,,18344.1,
2020-08-31,,,,,,,,,18418.3,
2020-09-01,,7.8,195.5,551131.0,95.8914,1463.0,14675.4,-58182.0,,80.4
2020-09-07,,,,,,,,,18527.4,
2020-09-14,,,,,,,,,18647.4,
2020-09-21,,,,,,,,,18660.7,
2020-09-28,,,,,,,,,18580.5,
2020-10-01,22068.767,6.9,196.5,549271.0,96.5256,1543.0,14726.0,-61075.0,,81.8
2020-10-05,,,,,,,,,18619.9,
2020-10-12,,,,,,,,,18717.3,
2020-10-19,,,,,,,,,18730.3,
2020-10-26,,,,,,,,,18747.2,
2020-11-01,,6.7,198.3,544421.0,96.9529,1553.0,14704.9,-64703.0,,76.9
2020-11-02,,,,,,,,,18795.4,
2020-11-09,,,,,,,,,18957.3,
2020-11-16,,,,,,,,,18990.7,
2020-11-23,,,,,,,,,18998.4,
2020-11-30,,,,,,,,,18871.7,
2020-12-01,,6.7,200.5,549300.0,98.2039,1635.0,14827.3,-62022.0,,80.7
2020-12-07,,,,,,,,,19088.7,
2020-12-14,,,,,,,,,19149.2,
2020-12-21,,,,,,,,,19045.6,
2020-12-28,,,,,,,,,18934.6,
2021-01-01,22656.793,6.4,204.8,570510.0,98.8135,1639.0,15081.5,-62779.0,,79.0
2021-01-04,,,,,,,,,19038.9,
2021-01-11,,,,,,,,,19408.0,
2021-01-18,,,,,,,,,19420.1,
2021-01-25,,,,,,,,,19369.8,
2021-02-01,,6.2,210.6,555489.0,95.5072,1407.0,14984.4,-66399.0,19363.4,76.8
2021-03-01,,6.1,215.0,616348.0,98.1929,1668.0,15712.4,-66105.0,,84.9
2021-04-01,23368.861,6.1,217.9,622705.0,98.3317,1492.0,15915.0,-66529.0,,88.3
2021-05-01,,5.8,224.9,615543.0,99.1867,1607.0,15950.5,-66621.0,,82.9
2021-06-01,,5.9,228.9,622125.0,99.6483,1638.0,16183.6,-71488.0,,85.5
2021-07-01,23921.991,5.4,231.85,612647.0,100.0668,1600.0,16223.5,-69951.0,,81.2
2021-08-01,,5.1,233.415,616892.0,100.0412,1595.0,16390.6,-73215.0,,70.3
2021-09-01,,4.7,235.678,620529.0,98.9955,1563.0,16477.5,-77095.0,,72.8
2021-10-01,24777.038,4.5,240.465,630562.0,100.3542,1587.0,16694.0,-66942.0,,71.7
2021-11-01,,4.2,243.287,637775.0,101.2684,1704.0,16849.0,-80153.0,,67.4
